pref,muni,code,did_pop,did_pop_pct,urban,urban_naisui,records,years,first_year,last_year,area_takuchi_km2,area_km2,yukaue,yukashita,buildings,buildings_台風,buildings_梅雨前線,buildings_豪雨・その他,buildings_その他,kubochi_records,has_a51,hires_dem_pref
静岡県,御殿場市,22215,39305,45.4,False,False,4,3,2010,2021,0.002,0.002,8.0,6.0,14.0,10.0,3.0,1.0,0.0,0,False,True
北海道,三笠市,,0,0.0,False,False,11,2,2010,2012,0.015,0.322,3.0,11.0,14.0,0.0,0.0,14.0,0.0,0,False,False
北海道,北斗市,01236,28056,63.3,True,False,17,2,2010,2013,0.002,0.007,2.0,12.0,14.0,0.0,0.0,14.0,0.0,0,False,False
愛知県,幸田町,23501,22325,52.6,True,False,11,5,2012,2023,0.007,0.007,5.0,9.0,14.0,12.0,0.0,2.0,0.0,0,False,False
茨城県,古河市,08204,58854,42.2,False,False,15,1,2015,2015,0.004,0.004,3.0,11.0,14.0,14.0,0.0,0.0,0.0,0,False,False
宮城県,七ヶ宿町,,0,0.0,False,False,9,2,2014,2016,0.001,0.001,1.0,13.0,14.0,14.0,0.0,0.0,0.0,0,False,False
福岡県,宮若市,,0,0.0,False,False,7,2,2010,2018,0.078,0.16,2.0,12.0,14.0,9.0,5.0,0.0,0.0,0,False,False
山形県,真室川町,,0,0.0,False,False,6,1,2010,2010,0.0,0.0,9.0,4.0,13.0,0.0,0.0,13.0,0.0,0,False,False
静岡県,清水町,22341,28665,90.4,True,False,4,1,2019,2019,0.052,0.072,8.0,5.0,13.0,13.0,0.0,0.0,0.0,1,False,True
北海道,幌加内町,,0,0.0,False,False,33,3,2010,2023,0.001,3.973,11.0,2.0,13.0,11.0,0.0,2.0,0.0,0,False,False
山形県,河北町,06321,6187,35.1,False,False,12,2,2018,2022,0.002,0.005,6.0,7.0,13.0,0.0,0.0,13.0,0.0,0,False,False
鹿児島県,南さつま市,,0,0.0,False,False,4,1,2016,2016,0.005,0.005,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0,False,False
奈良県,下市町,,0,0.0,False,False,5,1,2023,2023,0.001,0.001,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0,False,False
山形県,寒河江市,06206,22118,55.0,True,False,6,3,2014,2022,0.003,2.61,7.0,6.0,13.0,0.0,13.0,0.0,0.0,0,False,False
熊本県,熊本市南区,43104,77695,59.4,True,False,11,5,2012,2019,0.004,0.004,1.0,12.0,13.0,3.0,7.0,3.0,0.0,0,False,False
大阪府,大阪市住之江区,27125,120072,100.0,True,False,1,1,2012,2012,0.001,0.001,1.0,12.0,13.0,13.0,0.0,0.0,0.0,0,False,False
北海道,根室市,01223,14007,56.9,True,False,3,2,2013,2015,0.022,0.022,9.0,4.0,13.0,10.0,0.0,3.0,0.0,0,False,False
滋賀県,竜王町,,0,0.0,False,False,7,2,2013,2017,0.002,0.002,1.0,12.0,13.0,13.0,0.0,0.0,0.0,0,False,False
福岡県,太宰府市,40221,65050,88.9,True,False,7,4,2014,2021,0.002,0.002,2.0,11.0,13.0,3.0,1.0,9.0,0.0,0,False,False
奈良県,生駒市,29209,99233,85.0,True,False,8,3,2012,2017,0.001,0.001,0.0,13.0,13.0,2.0,0.0,11.0,0.0,0,False,False
奈良県,曽爾村,,0,0.0,False,False,7,1,2018,2018,0.012,0.012,0.0,13.0,13.0,13.0,0.0,0.0,0.0,6,False,False
兵庫県,宍粟市,,0,0.0,False,False,13,4,2011,2018,0.003,0.003,0.0,13.0,13.0,7.0,1.0,5.0,0.0,0,False,True
福岡県,北九州市八幡東区,40108,61232,94.5,True,False,9,6,2011,2023,0.003,0.003,2.0,11.0,13.0,2.0,10.0,1.0,0.0,0,False,False
神奈川県,川崎市宮前区,14136,232758,99.6,True,False,7,4,2013,2017,0.002,0.002,4.0,8.0,12.0,3.0,1.0,8.0,0.0,0,False,True
滋賀県,米原市,,0,0.0,False,False,6,3,2011,2014,0.003,0.003,0.0,12.0,12.0,11.0,0.0,1.0,0.0,0,False,False
青森県,外ヶ浜町,,0,0.0,False,False,6,3,2010,2022,0.009,0.009,5.0,7.0,12.0,0.0,0.0,12.0,0.0,0,False,False
奈良県,香芝市,29210,61714,79.0,True,False,12,6,2010,2019,0.003,0.003,0.0,12.0,12.0,2.0,1.0,9.0,0.0,0,False,False
東京都,武蔵村山市,13223,67104,94.7,True,False,4,2,2016,2019,0.002,0.002,1.0,11.0,12.0,12.0,0.0,0.0,0.0,0,False,True
愛知県,瀬戸市,23204,94830,74.2,True,False,12,2,2011,2013,0.003,0.003,3.0,9.0,12.0,10.0,0.0,2.0,0.0,0,False,False
山梨県,山中湖村,,0,0.0,False,False,2,2,2010,2011,0.006,0.006,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0,False,True
愛知県,名古屋市瑞穂区,23108,108332,100.0,True,False,7,4,2011,2020,0.027,0.027,1.0,11.0,12.0,2.0,0.0,10.0,0.0,0,False,False
茨城県,東海村,08341,16516,43.6,False,False,5,3,2012,2016,0.001,0.081,0.0,12.0,12.0,0.0,0.0,12.0,0.0,0,False,False
福岡県,筑前町,,0,0.0,False,False,11,2,2019,2020,0.006,0.006,1.0,11.0,12.0,11.0,1.0,0.0,0.0,11,False,False
福岡県,那珂川町,,0,0.0,False,False,2,1,2010,2010,0.003,0.018,3.0,9.0,12.0,0.0,12.0,0.0,0.0,0,False,False
長野県,筑北村,,0,0.0,False,False,3,1,2010,2010,0.0,0.0,2.0,10.0,12.0,0.0,12.0,0.0,0.0,0,False,False
大阪府,堺市西区,27144,133725,98.8,True,False,4,1,2012,2012,0.001,0.001,3.0,9.0,12.0,12.0,0.0,0.0,0.0,0,False,False
千葉県,鎌ケ谷市,12224,100480,91.4,True,False,10,2,2014,2015,0.002,0.002,1.0,11.0,12.0,6.0,3.0,3.0,0.0,0,False,False
神奈川県,横浜市緑区,14113,176179,96.2,True,False,6,3,2013,2019,0.001,0.001,6.0,5.0,11.0,3.0,0.0,8.0,0.0,0,False,True
岐阜県,関市,21205,25199,29.5,False,False,6,2,2010,2018,0.003,0.003,0.0,11.0,11.0,8.0,3.0,0.0,0.0,4,False,False
北海道,深川市,01228,9591,47.9,False,False,16,4,2011,2019,0.005,0.278,3.0,8.0,11.0,10.0,0.0,1.0,0.0,0,False,False
群馬県,みなかみ町,,0,0.0,False,False,6,3,2011,2015,0.012,0.012,3.0,8.0,11.0,0.0,0.0,11.0,0.0,0,False,False
神奈川県,川崎市幸区,14132,171119,100.0,True,False,9,3,2014,2016,0.001,0.001,4.0,7.0,11.0,1.0,0.0,10.0,0.0,0,False,True
沖縄県,西原町,47329,10956,31.3,False,False,5,2,2013,2014,0.003,0.003,4.0,7.0,11.0,7.0,0.0,4.0,0.0,0,False,False
青森県,田舎館村,,0,0.0,False,False,9,3,2013,2022,0.002,0.591,1.0,10.0,11.0,9.0,0.0,2.0,0.0,0,False,False
福井県,坂井市,18210,27691,31.2,False,False,6,2,2022,2023,0.002,0.002,0.0,11.0,11.0,0.0,7.0,4.0,0.0,0,False,False
北海道,美幌町,01543,12493,66.8,True,False,7,2,2010,2013,0.001,0.088,0.0,11.0,11.0,0.0,0.0,11.0,0.0,0,False,False
東京都,稲城市,13225,87331,93.7,True,False,8,5,2016,2023,0.003,0.003,2.0,9.0,11.0,2.0,0.0,9.0,0.0,1,False,True
千葉県,栄町,12329,8675,43.1,False,False,6,2,2015,2019,0.014,0.014,6.0,5.0,11.0,11.0,0.0,0.0,0.0,5,False,False
茨城県,常総市,08211,11176,18.4,False,False,12,5,2012,2019,0.007,0.73,1.0,10.0,11.0,10.0,0.0,1.0,0.0,0,False,False
福岡県,桂川町,,0,0.0,False,False,6,2,2012,2018,0.002,0.002,1.0,10.0,11.0,1.0,10.0,0.0,0.0,0,False,False
青森県,六ヶ所村,,0,0.0,False,False,7,1,2016,2016,0.003,0.003,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0,False,False
佐賀県,上峰町,,0,0.0,False,False,2,1,2021,2021,0.176,2.116,0.0,11.0,11.0,0.0,0.0,11.0,0.0,0,False,False
北海道,紋別市,01219,14294,67.4,True,False,7,2,2015,2016,0.002,0.002,1.0,10.0,11.0,10.0,0.0,1.0,0.0,0,False,False
山形県,大江町,,0,0.0,False,False,2,2,2013,2019,0.001,0.001,1.0,9.0,10.0,9.0,1.0,0.0,0.0,0,False,False
鹿児島県,南大隅町,,0,0.0,False,False,4,3,2011,2023,0.002,0.002,2.0,8.0,10.0,0.0,2.0,8.0,0.0,0,False,False
茨城県,美浦村,,0,0.0,False,False,2,2,2014,2023,0.01,0.17,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0,False,False
山形県,金山町,,0,0.0,False,False,14,2,2010,2018,0.005,0.019,0.0,10.0,10.0,0.0,0.0,10.0,0.0,9,False,False
山梨県,富士吉田市,19202,23613,50.7,True,False,5,1,2011,2011,0.001,0.001,3.0,7.0,10.0,10.0,0.0,0.0,0.0,0,False,True
岐阜県,飛騨市,21217,5015,22.3,False,False,7,2,2014,2018,0.004,0.152,3.0,7.0,10.0,5.0,0.0,5.0,0.0,0,False,False
北海道,厚岸町,,0,0.0,False,False,2,2,2011,2020,0.039,0.039,3.0,7.0,10.0,1.0,0.0,9.0,0.0,0,False,False
福岡県,川崎町,,0,0.0,False,False,8,1,2012,2012,0.004,0.004,2.0,8.0,10.0,0.0,10.0,0.0,0.0,0,False,False
香川県,三木町,,0,0.0,False,False,1,1,2017,2017,0.006,0.009,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0,False,False
栃木県,大田原市,09210,17526,24.3,False,False,4,3,2015,2019,0.006,0.006,8.0,2.0,10.0,9.0,1.0,0.0,0.0,0,False,False
北海道,上川町,,0,0.0,False,False,3,3,2010,2015,0.001,0.001,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0,False,False
神奈川県,横浜市青葉区,14117,303580,97.7,True,False,6,5,2013,2019,0.001,0.001,6.0,4.0,10.0,3.0,0.0,7.0,0.0,1,False,True
山形県,東根市,06211,16300,34.2,False,False,11,2,2013,2020,0.002,0.004,4.0,6.0,10.0,0.0,10.0,0.0,0.0,0,False,False
鹿児島県,南種子町,,0,0.0,False,False,5,2,2010,2013,0.001,0.001,0.0,9.0,9.0,0.0,9.0,0.0,0.0,0,False,False
東京都,荒川区,13118,217475,100.0,True,False,3,2,2013,2016,0.001,0.001,1.0,8.0,9.0,3.0,1.0,5.0,0.0,0,False,True
福島県,昭和村,,0,0.0,False,False,2,1,2015,2015,0.008,0.054,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0,False,False
京都府,京都市南区,26107,101602,99.6,True,False,8,2,2010,2014,0.001,0.001,1.0,8.0,9.0,6.0,0.0,3.0,0.0,0,False,False
北海道,興部町,,0,0.0,False,False,6,2,2014,2016,0.007,0.007,1.0,8.0,9.0,9.0,0.0,0.0,0.0,3,False,False
福岡県,福津市,40224,54064,80.7,True,False,2,1,2012,2012,0.014,0.014,0.0,9.0,9.0,0.0,9.0,0.0,0.0,0,False,False
高知県,本山町,,0,0.0,False,False,4,1,2018,2018,0.014,0.036,2.0,7.0,9.0,9.0,0.0,0.0,0.0,0,False,False
静岡県,長泉町,22342,39022,90.0,True,False,2,2,2013,2015,0.001,0.001,0.0,9.0,9.0,0.0,0.0,9.0,0.0,1,False,True
香川県,土庄町,,0,0.0,False,False,7,3,2014,2018,0.001,0.001,1.0,8.0,9.0,9.0,0.0,0.0,0.0,0,False,False
北海道,黒松内町,,0,0.0,False,False,1,1,2017,2017,0.001,0.001,2.0,7.0,9.0,9.0,0.0,0.0,0.0,0,False,False
栃木県,塩谷町,,0,0.0,False,False,8,2,2011,2023,0.002,0.002,0.0,9.0,9.0,3.0,0.0,6.0,0.0,6,False,False
愛知県,東浦町,23442,34472,69.5,True,False,5,1,2013,2013,0.005,0.005,1.0,8.0,9.0,0.0,0.0,9.0,0.0,1,False,False
埼玉県,三芳町,11324,29891,77.8,True,False,4,1,2016,2016,0.002,0.002,0.0,9.0,9.0,9.0,0.0,0.0,0.0,4,False,False
山梨県,忍野村,,0,0.0,False,False,3,2,2011,2013,0.001,0.011,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0,False,True
大阪府,熊取町,27361,35960,82.2,True,False,9,3,2014,2017,0.003,0.003,0.0,9.0,9.0,6.0,3.0,0.0,0.0,0,False,False
北海道,苫小牧市,01213,142122,83.5,True,False,9,1,2013,2013,0.002,0.002,4.0,5.0,9.0,0.0,0.0,9.0,0.0,0,False,False
和歌山県,美浜町,,0,0.0,False,False,5,2,2011,2018,0.001,0.036,1.0,8.0,9.0,9.0,0.0,0.0,0.0,0,False,False
沖縄県,本部町,,0,0.0,False,False,3,2,2012,2023,0.016,0.016,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0,False,False
沖縄県,大宜味村,,0,0.0,False,False,1,1,2014,2014,0.001,0.001,1.0,8.0,9.0,9.0,0.0,0.0,0.0,0,False,False
福岡県,大任町,,0,0.0,False,False,1,1,2012,2012,0.004,0.006,0.0,9.0,9.0,0.0,9.0,0.0,0.0,0,False,False
静岡県,静岡市,22100,618980,89.2,True,False,1,1,2011,2011,0.001,0.001,1.0,8.0,9.0,9.0,0.0,0.0,0.0,0,False,True
滋賀県,草津市,25206,115741,80.4,True,False,10,3,2010,2013,0.004,0.068,1.0,8.0,9.0,5.0,1.0,3.0,0.0,0,False,False
徳島県,東みよし町,,0,0.0,False,False,4,3,2011,2018,0.002,0.065,1.0,8.0,9.0,9.0,0.0,0.0,0.0,0,False,False
北海道,札幌市厚別区,01108,123339,98.6,True,False,7,5,2012,2023,0.001,0.001,5.0,4.0,9.0,4.0,0.0,5.0,0.0,4,False,False
長野県,須坂市,20207,25732,51.9,True,False,7,1,2019,2019,0.001,0.048,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0,False,False
大分県,由布市,,0,0.0,False,False,5,2,2020,2021,0.01,0.03,0.0,9.0,9.0,0.0,8.0,1.0,0.0,0,False,False
鹿児島県,薩摩川内市,46215,21215,23.0,False,False,3,3,2011,2015,0.001,0.001,1.0,8.0,9.0,3.0,1.0,5.0,0.0,0,False,False
鳥取県,北栄町,,0,0.0,False,False,3,2,2011,2021,0.001,0.01,0.0,9.0,9.0,0.0,9.0,0.0,0.0,0,False,True
鳥取県,八頭町,,0,0.0,False,False,4,2,2021,2023,0.002,0.002,0.0,9.0,9.0,3.0,6.0,0.0,0.0,0,False,True
京都府,久御山町,26322,11749,77.0,True,False,2,2,2012,2013,0.003,0.157,8.0,0.0,8.0,0.0,0.0,8.0,0.0,0,False,False
鳥取県,岩美町,,0,0.0,False,False,2,2,2013,2023,0.002,0.002,2.0,6.0,8.0,0.0,5.0,3.0,0.0,0,False,True
富山県,砺波市,16208,5707,11.9,False,False,7,3,2011,2017,0.001,0.001,0.0,8.0,8.0,0.0,0.0,8.0,0.0,0,False,False
奈良県,吉野町,,0,0.0,False,False,8,2,2013,2014,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0,False,False
埼玉県,越生町,,0,0.0,False,False,3,1,2022,2022,0.002,0.002,3.0,5.0,8.0,0.0,0.0,8.0,0.0,2,False,False
広島県,世羅町,,0,0.0,False,False,6,1,2018,2018,0.002,0.002,4.0,4.0,8.0,8.0,0.0,0.0,0.0,0,False,False
島根県,邑南町,,0,0.0,False,False,7,2,2018,2020,0.001,0.095,1.0,7.0,8.0,3.0,5.0,0.0,0.0,0,False,False
石川県,珠洲市,,0,0.0,False,False,7,2,2014,2018,0.005,0.005,2.0,6.0,8.0,0.0,0.0,8.0,0.0,0,False,False
神奈川県,横浜市港南区,14111,213747,99.3,True,False,8,2,2014,2019,0.001,0.001,7.0,1.0,8.0,4.0,0.0,4.0,0.0,0,False,True
神奈川県,横浜市神奈川区,14102,241938,97.8,True,False,8,3,2014,2019,0.001,0.001,1.0,7.0,8.0,8.0,0.0,0.0,0.0,6,False,True
滋賀県,長浜市,25203,34968,30.8,False,False,23,3,2010,2022,0.002,0.217,1.0,7.0,8.0,1.0,2.0,5.0,0.0,16,False,False
群馬県,富岡市,10210,9443,19.9,False,False,4,1,2010,2010,0.001,0.001,0.0,8.0,8.0,0.0,8.0,0.0,0.0,0,True,False
栃木県,高根沢町,09386,15858,54.3,True,False,4,1,2022,2022,0.01,0.01,2.0,6.0,8.0,0.0,0.0,8.0,0.0,4,False,False
福島県,須賀川市,07207,33639,44.9,False,False,4,3,2010,2018,0.001,0.001,0.0,8.0,8.0,1.0,0.0,7.0,0.0,1,False,False
福島県,石川町,,0,0.0,False,False,5,2,2011,2019,0.001,0.078,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0,False,False
愛知県,豊田市,23211,246109,58.4,True,False,6,3,2011,2013,0.001,0.001,4.0,4.0,8.0,6.0,0.0,2.0,0.0,2,False,False
埼玉県,鳩山町,11348,6875,50.7,True,False,5,2,2015,2022,0.006,0.198,0.0,8.0,8.0,1.0,0.0,7.0,0.0,1,False,False
静岡県,伊豆市,,0,0.0,False,False,2,1,2019,2019,0.007,0.007,6.0,2.0,8.0,8.0,0.0,0.0,0.0,0,False,True
和歌山県,紀美野町,,0,0.0,False,False,7,2,2012,2013,0.002,0.002,1.0,7.0,8.0,8.0,0.0,0.0,0.0,0,False,False
香川県,坂出市,37203,21919,43.3,False,False,4,2,2010,2011,0.0,0.0,3.0,4.0,7.0,6.0,1.0,0.0,0.0,1,False,False
鹿児島県,出水市,,0,0.0,False,False,4,2,2012,2013,0.002,0.002,1.0,6.0,7.0,5.0,2.0,0.0,0.0,0,False,False
香川県,琴平町,,0,0.0,False,False,5,3,2015,2018,0.002,0.002,1.0,6.0,7.0,7.0,0.0,0.0,0.0,0,False,False
京都府,伊根町,,0,0.0,False,False,1,1,2018,2018,0.001,0.057,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0,False,False
山口県,光市,35210,25061,50.4,True,False,1,1,2018,2018,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,1,False,False
香川県,小豆島町,,0,0.0,False,False,4,2,2011,2014,0.02,0.02,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0,False,False
北海道,札幌市南区,01106,116193,85.6,True,False,8,4,2011,2018,0.002,0.002,2.0,5.0,7.0,3.0,0.0,4.0,0.0,2,False,False
滋賀県,野洲市,25210,24842,49.2,False,False,6,2,2013,2014,0.004,0.124,0.0,7.0,7.0,5.0,0.0,2.0,0.0,0,False,False
福井県,鯖江市,18207,27791,40.7,False,False,7,1,2017,2017,0.08,1.577,6.0,1.0,7.0,7.0,0.0,0.0,0.0,0,False,False
埼玉県,横瀬町,,0,0.0,False,False,1,1,2016,2016,0.001,0.001,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0,False,False
兵庫県,稲美町,28381,8490,28.0,False,False,6,1,2011,2011,0.005,0.005,2.0,5.0,7.0,7.0,0.0,0.0,0.0,0,False,True
熊本県,熊本市西区,43103,67220,73.8,True,False,7,4,2012,2019,0.054,0.054,3.0,4.0,7.0,1.0,5.0,1.0,0.0,0,False,False
福岡県,赤村,,0,0.0,False,False,6,1,2012,2012,0.002,0.002,0.0,7.0,7.0,0.0,7.0,0.0,0.0,0,False,False
栃木県,さくら市,,0,0.0,False,False,6,1,2019,2019,0.002,0.002,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0,False,False
新潟県,糸魚川市,15216,12592,30.9,False,False,8,3,2017,2023,0.009,0.01,2.0,5.0,7.0,0.0,1.0,6.0,0.0,0,False,False
徳島県,佐那河内村,,0,0.0,False,False,4,3,2011,2016,0.003,0.003,0.0,7.0,7.0,5.0,0.0,2.0,0.0,0,False,False
愛知県,長久手町,,0,0.0,False,False,7,1,2011,2011,0.002,0.002,1.0,6.0,7.0,7.0,0.0,0.0,0.0,0,False,False
熊本県,球磨村,,0,0.0,False,False,3,2,2011,2012,0.002,0.014,4.0,3.0,7.0,0.0,7.0,0.0,0.0,0,False,False
大阪府,大阪市港区,27107,80948,100.0,True,False,1,1,2012,2012,0.002,0.002,0.0,7.0,7.0,0.0,0.0,7.0,0.0,0,False,False
岐阜県,坂祝町,,0,0.0,False,False,1,1,2021,2021,0.003,0.003,5.0,2.0,7.0,0.0,0.0,7.0,0.0,0,False,False
北海道,札幌市東区,01103,255174,96.2,True,False,8,4,2012,2018,0.002,0.002,3.0,4.0,7.0,1.0,0.0,6.0,0.0,4,False,False
岐阜県,山県市,,0,0.0,False,False,6,1,2010,2010,0.002,0.002,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0,False,False
奈良県,川西町,,0,0.0,False,False,1,1,2017,2017,0.001,0.001,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0,False,False
東京都,墨田区,13107,272085,100.0,True,False,7,1,2014,2014,0.0,0.0,6.0,1.0,7.0,0.0,0.0,7.0,0.0,0,False,True
北海道,留萌市,01212,14870,73.9,True,False,5,2,2011,2014,0.0,0.191,1.0,6.0,7.0,7.0,0.0,0.0,0.0,0,False,False
鹿児島県,中種子町,,0,0.0,False,False,1,1,2013,2013,0.001,0.001,0.0,7.0,7.0,0.0,7.0,0.0,0.0,0,False,False
神奈川県,横浜市中区,14104,151388,100.0,True,False,5,4,2013,2019,0.001,0.001,0.0,7.0,7.0,3.0,1.0,3.0,0.0,1,False,True
東京都,日の出町,,0,0.0,False,False,2,1,2019,2019,0.001,0.001,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0,False,True
千葉県,東金市,12213,13926,23.9,False,False,7,5,2011,2019,0.002,0.002,1.0,6.0,7.0,5.0,0.0,2.0,0.0,0,False,False
千葉県,横芝光町,,0,0.0,False,False,2,2,2010,2013,0.003,0.003,1.0,6.0,7.0,7.0,0.0,0.0,0.0,0,False,False
北海道,余市町,01408,8100,45.0,False,False,18,2,2010,2011,0.002,0.098,1.0,6.0,7.0,0.0,0.0,7.0,0.0,0,False,False
千葉県,一宮町,,0,0.0,False,False,4,3,2013,2019,0.016,0.016,4.0,3.0,7.0,3.0,4.0,0.0,0.0,0,False,False
石川県,輪島市,17204,7859,31.9,False,False,6,2,2013,2018,0.002,0.002,1.0,5.0,6.0,0.0,0.0,6.0,0.0,0,False,False
神奈川県,横浜市保土ケ谷区,14106,202942,97.7,True,False,2,2,2014,2019,0.001,0.001,2.0,4.0,6.0,5.0,0.0,1.0,0.0,0,False,True
山梨県,笛吹市,,0,0.0,False,False,4,2,2011,2019,0.001,0.001,0.0,6.0,6.0,5.0,0.0,1.0,0.0,0,False,True
山梨県,甲斐市,19210,52842,70.2,True,False,6,3,2012,2020,0.002,0.003,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0,False,True
兵庫県,新温泉町,,0,0.0,False,False,1,1,2023,2023,0.001,0.001,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0,False,True
神奈川県,横浜市旭区,14112,237584,96.9,True,False,6,3,2014,2019,0.001,0.001,3.0,3.0,6.0,2.0,0.0,4.0,0.0,2,False,True
岐阜県,七宗町,,0,0.0,False,False,5,2,2018,2023,0.001,0.001,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0,False,False
長野県,岡谷市,20204,40225,84.2,True,False,4,2,2014,2019,0.0,0.0,1.0,5.0,6.0,0.0,1.0,5.0,0.0,0,False,False
青森県,つがる市,,0,0.0,False,False,12,2,2010,2022,0.0,9.473,0.0,6.0,6.0,0.0,0.0,6.0,0.0,0,False,False
埼玉県,鴻巣市,11217,88704,75.9,True,False,4,3,2011,2022,0.002,0.002,0.0,6.0,6.0,3.0,0.0,3.0,0.0,0,False,False
大阪府,堺市東区,27143,82755,97.3,True,False,2,1,2012,2012,0.001,0.001,0.0,6.0,6.0,5.0,0.0,1.0,0.0,0,False,False
青森県,平内町,,0,0.0,False,False,3,3,2012,2016,0.001,0.001,0.0,6.0,6.0,4.0,0.0,2.0,0.0,3,False,False
埼玉県,ときがわ町,,0,0.0,False,False,4,3,2011,2019,0.002,0.002,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0,False,False
愛知県,名古屋市名東区,23115,164585,99.9,True,False,6,1,2011,2011,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0,False,False
北海道,枝幸町,,0,0.0,False,False,13,3,2010,2014,0.002,0.441,4.0,2.0,6.0,0.0,0.0,6.0,0.0,0,False,False
北海道,士別市,01220,10468,58.6,True,False,6,1,2010,2010,0.152,0.152,3.0,3.0,6.0,0.0,0.0,6.0,0.0,0,False,False
茨城県,ひたちなか市,08221,104805,66.9,True,False,4,2,2011,2014,0.001,0.101,1.0,5.0,6.0,6.0,0.0,0.0,0.0,0,False,False
群馬県,館林市,10207,39564,52.5,True,False,5,2,2015,2017,0.001,0.002,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0,False,False
北海道,網走市,01211,23129,64.7,True,False,3,2,2015,2016,0.002,0.002,1.0,5.0,6.0,3.0,0.0,3.0,0.0,0,False,False
東京都,葛飾区,13122,453093,100.0,True,False,1,1,2014,2014,0.001,0.001,6.0,0.0,6.0,0.0,0.0,6.0,0.0,0,False,True
秋田県,八峰町,,0,0.0,False,False,8,2,2013,2015,0.001,0.003,0.0,6.0,6.0,2.0,4.0,0.0,0.0,3,False,False
東京都,日野市,13212,188621,99.0,True,False,3,1,2019,2019,0.063,0.063,3.0,3.0,6.0,6.0,0.0,0.0,0.0,0,False,True
富山県,南砺市,,0,0.0,False,False,6,1,2013,2013,0.0,0.0,0.0,6.0,6.0,4.0,0.0,2.0,0.0,0,False,False
神奈川県,横浜市都筑区,14118,205969,96.6,True,False,5,4,2013,2019,0.001,0.001,2.0,3.0,5.0,3.0,0.0,2.0,0.0,1,False,True
山形県,遊佐町,,0,0.0,False,False,3,2,2010,2018,0.001,0.001,1.0,4.0,5.0,0.0,0.0,5.0,0.0,0,False,False
鹿児島県,阿久根市,,0,0.0,False,False,3,2,2011,2012,0.0,0.0,0.0,5.0,5.0,2.0,3.0,0.0,0.0,0,False,False
北海道,札幌市中央区,01101,246573,99.2,True,False,2,2,2014,2018,0.001,0.001,4.0,1.0,5.0,3.0,0.0,2.0,0.0,1,False,False
東京都,国分寺市,13214,129242,100.0,True,False,2,2,2016,2020,0.001,0.001,0.0,5.0,5.0,0.0,1.0,4.0,0.0,2,False,True
香川県,まんのう町,,0,0.0,False,False,2,2,2011,2017,0.001,0.001,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0,False,False
岐阜県,瑞穂市,21216,21483,38.1,False,False,3,2,2012,2013,0.001,0.001,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0,False,False
福岡県,北九州市小倉南区,40107,183803,88.0,True,False,3,3,2013,2015,0.001,0.001,1.0,4.0,5.0,1.0,4.0,0.0,0.0,0,False,False
大阪府,泉大津市,27206,74412,100.0,True,False,1,1,2014,2014,0.001,0.001,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0,False,False
千葉県,千葉市美浜区,12106,148944,100.0,True,False,5,3,2013,2019,0.001,0.001,2.0,3.0,5.0,4.0,0.0,1.0,0.0,2,False,False
新潟県,新潟市西区,15107,135651,84.4,True,False,5,1,2013,2013,0.001,0.001,0.0,5.0,5.0,0.0,4.0,1.0,0.0,0,False,False
愛知県,蒲郡市,23214,54735,68.8,True,False,5,3,2021,2023,0.001,0.001,1.0,4.0,5.0,2.0,1.0,2.0,0.0,4,False,False
北海道,美唄市,01215,9671,47.4,False,False,11,2,2016,2018,0.001,1.304,0.0,5.0,5.0,4.0,0.0,1.0,0.0,0,False,False
山形県,新庄市,06205,17737,51.5,True,False,1,1,2022,2022,0.001,0.001,0.0,5.0,5.0,0.0,0.0,5.0,0.0,1,False,False
秋田県,羽後町,,0,0.0,False,False,3,2,2011,2019,0.0,0.0,2.0,3.0,5.0,1.0,2.0,2.0,0.0,0,False,False
