year,pref,muni,cause,area_takuchi_m2,area_nouchi_m2,area_m2,area_chika_m2,yukashita,yukaue_1_49,yukaue_50_99,yukaue_100,yukaue,hankai,zenkai
2010,北海道,小樽市,内水,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,小樽市,内水,460.0,0.0,460.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,小樽市,内水,673.0,0.0,673.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
2010,北海道,小樽市,内水,87.0,0.0,87.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2010,北海道,小樽市,内水,199.0,0.0,199.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2010,北海道,小樽市,内水,139.0,0.0,139.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2010,北海道,小樽市,内水,221.0,0.0,221.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2010,北海道,小樽市,内水,0.0,0.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,小樽市,内水,119.0,0.0,119.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2010,北海道,小樽市,内水,120.0,0.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,小樽市,内水,366.0,0.0,366.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,小樽市,内水,180.0,0.0,180.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2010,北海道,小樽市,内水,180.0,0.0,180.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,小樽市,内水,343.0,0.0,343.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,小樽市,内水,130.0,0.0,130.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,小樽市,内水,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,小樽市,内水,168.0,0.0,168.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2010,北海道,余市町,内水,720.0,0.0,720.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,余市町,内水,470.0,0.0,470.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,余市町,内水,770.0,0.0,770.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,平取町,内水,100.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,八雲町,内水,377.0,0.0,377.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,江差町,内水,0.0,596000.0,596000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,厚沢部町,内水,0.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,厚沢部町,内水,0.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,乙部町,内水,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,八雲町,内水,980.0,0.0,980.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2010,北海道,八雲町,内水,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,八雲町,内水,291.0,0.0,291.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,八雲町,内水,557.0,0.0,557.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,八雲町,内水,990.0,0.0,990.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,乙部町,内水,80.0,0.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,北海道,八雲町,内水,990.0,0.0,990.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
